Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,2476.959961,2566.159912,2443.959961,2549.689941,2549.689941,15874140000
2019-01-08,2568.110107,2597.820068,2547.560059,2582.610107,2582.610107,18938950000
2019-01-15,2585.100098,2675.469971,2585.100098,2670.709961,2670.709961,15195100000
2019-01-22,2657.879883,2672.379883,2612.860107,2643.850098,2643.850098,18103780000
2019-01-29,2644.889893,2724.989990,2631.050049,2724.870117,2724.870117,19408770000
2019-02-05,2728.340088,2738.979980,2681.830078,2709.800049,2709.800049,18116910000
2019-02-12,2722.610107,2775.659912,2722.610107,2775.600098,2775.600098,14976610000
2019-02-19,2769.280029,2813.489990,2764.550049,2796.110107,2796.110107,18161060000
2019-02-26,2792.360107,2816.879883,2767.659912,2792.810059,2792.810059,19701830000
2019-03-05,2794.409912,2796.439941,2722.270020,2783.300049,2783.300049,18449310000
2019-03-12,2787.340088,2835.409912,2786.729980,2832.939941,2832.939941,20165030000
2019-03-19,2840.760010,2860.310059,2785.020020,2798.360107,2798.360107,18552000000
2019-03-26,2812.659912,2869.399902,2787.719971,2867.189941,2867.189941,17038610000
2019-04-02,2868.239990,2895.949951,2858.750000,2895.770020,2895.770020,16013170000
2019-04-09,2886.580078,2910.540039,2873.330078,2905.580078,2905.580078,15785720000
2019-04-16,2912.260010,2918.000000,2891.899902,2907.969971,2907.969971,13509310000
2019-04-23,2909.989990,2949.520020,2908.530029,2943.030029,2943.030029,16876550000
2019-04-30,2937.139893,2954.129883,2898.209961,2932.469971,2932.469971,17863710000
2019-05-07,2913.030029,2913.030029,2801.429932,2811.870117,2811.870117,18315340000
2019-05-14,2820.120117,2892.149902,2815.080078,2840.229980,2840.229980,16333550000
2019-05-21,2854.020020,2868.879883,2805.489990,2826.060059,2826.060059,13190580000
2019-05-28,2830.030029,2840.510010,2728.810059,2744.449951,2744.449951,19020080000
2019-06-04,2762.639893,2904.770020,2762.639893,2886.729980,2886.729980,17185130000
2019-06-11,2903.270020,2910.610107,2874.679932,2889.669922,2889.669922,15384830000
2019-06-18,2906.709961,2964.149902,2905.439941,2945.350098,2945.350098,18767820000
2019-06-25,2945.780029,2977.929932,2912.989990,2964.330078,2964.330078,19113070000
2019-07-02,2964.659912,2995.840088,2955.919922,2975.949951,2975.949951,10509320000
2019-07-09,2965.520020,3017.800049,2963.439941,3014.300049,3014.300049,15187000000
2019-07-16,3012.129883,3015.020020,2973.090088,2985.030029,2985.030029,16032910000
2019-07-23,2994.739990,3027.979980,2988.560059,3020.969971,3020.969971,16849210000
2019-07-30,3007.659912,3017.399902,2822.120117,2844.739990,2844.739990,21408450000
2019-08-06,2861.179932,2938.719971,2825.709961,2882.699951,2882.699951,18954630000
2019-08-13,2880.719971,2943.310059,2825.510010,2923.649902,2923.649902,18915160000
2019-08-20,2919.010010,2939.080078,2834.969971,2878.379883,2878.379883,15763270000
2019-08-27,2893.139893,2940.429932,2853.050049,2926.459961,2926.459961,12815690000
2019-09-03,2909.010010,2989.429932,2891.850098,2978.429932,2978.429932,17691920000
2019-09-10,2971.010010,3020.739990,2957.010010,2997.959961,2997.959961,19904880000
2019-09-17,2995.669922,3021.989990,2978.570068,2991.780029,2991.780029,19640000000
2019-09-24,3002.429932,3007.979980,2945.530029,2976.739990,2976.739990,16755530000
2019-10-01,2983.689941,2992.530029,2855.939941,2938.790039,2938.790039,16905170000
2019-10-08,2920.399902,2993.280029,2892.659912,2966.149902,2966.149902,15438000000
2019-10-15,2973.610107,3008.290039,2973.610107,3006.719971,3006.719971,16215180000
2019-10-22,3010.729980,3044.080078,2991.209961,3039.419922,3039.419922,17500960000
2019-10-29,3035.389893,3085.199951,3023.189941,3078.270020,3078.270020,19582290000
2019-11-05,3080.800049,3097.770020,3065.889893,3087.010010,3087.010010,19623640000
2019-11-12,3089.280029,3124.169922,3078.800049,3122.030029,3122.030029,17023700000
2019-11-19,3127.449951,3133.830078,3091.409912,3133.639893,3133.639893,18083830000
2019-11-26,3134.850098,3154.260010,3110.780029,3113.870117,3113.870117,12640440000
2019-12-03,3087.409912,3150.600098,3070.330078,3135.959961,3135.959961,17529640000
2019-12-10,3135.360107,3197.709961,3126.090088,3191.449951,3191.449951,18375680000
2019-12-17,3195.399902,3227.780029,3191.030029,3224.010010,3224.010010,21086950000
2019-12-24,3225.449951,3247.929932,3216.570068,3221.290039,3221.290039,8899180000
