Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1465.199951,1634.560059,1460.930054,1629.510010,1629.510010,32134500
2019-01-08,1664.689941,1676.609985,1595.150024,1617.209961,1617.209961,32430000
2019-01-15,1632.000000,1716.199951,1626.010010,1696.199951,1696.199951,22594800
2019-01-22,1681.000000,1683.479980,1610.199951,1637.890015,1637.890015,25515500
2019-01-29,1631.270020,1736.410034,1590.719971,1633.310059,1633.310059,37762200
2019-02-05,1643.339966,1672.260010,1566.760010,1591.000000,1591.000000,21994400
2019-02-12,1604.000000,1656.380005,1598.880005,1607.949951,1607.949951,16883300
2019-02-19,1601.000000,1654.599976,1600.560059,1633.000000,1633.000000,16783400
2019-02-26,1625.979980,1709.430054,1615.099976,1696.170044,1696.170044,19982800
2019-03-05,1702.949951,1707.800049,1586.569946,1670.619995,1670.619995,21177900
2019-03-12,1669.000000,1750.000000,1660.979980,1742.150024,1742.150024,23093100
2019-03-19,1753.510010,1823.750000,1747.500000,1774.260010,1774.260010,29864400
2019-03-26,1793.000000,1815.670044,1745.680054,1814.189941,1814.189941,19793300
2019-04-02,1811.020020,1850.199951,1804.199951,1849.859985,1849.859985,18445900
2019-04-09,1845.489990,1853.089966,1818.900024,1844.869995,1844.869995,16172000
2019-04-16,1851.349976,1888.420044,1845.640015,1887.310059,1887.310059,12061800
2019-04-23,1891.199951,1956.339966,1889.579956,1938.430054,1938.430054,26869200
2019-04-30,1930.099976,1964.400024,1881.869995,1950.550049,1950.550049,22385300
2019-05-07,1939.989990,1949.099976,1818.000000,1822.680054,1822.680054,26790400
2019-05-14,1839.500000,1917.510010,1815.750000,1858.969971,1858.969971,22564300
2019-05-21,1874.790039,1879.000000,1804.199951,1823.280029,1823.280029,14735700
2019-05-28,1832.750000,1849.270020,1672.000000,1692.689941,1692.689941,24343400
2019-06-04,1699.239990,1884.869995,1680.890015,1860.630005,1860.630005,23787400
2019-06-11,1883.250000,1895.689941,1844.380005,1886.030029,1886.030029,14998500
2019-06-18,1901.349976,1935.199951,1892.469971,1913.900024,1913.900024,16224800
2019-06-25,1911.839966,1929.819946,1872.420044,1922.189941,1922.189941,13836600
2019-07-02,1919.380005,1956.000000,1906.630005,1952.319946,1952.319946,9848000
2019-07-09,1947.800049,2035.800049,1943.479980,2020.989990,2020.989990,19086000
2019-07-16,2010.579956,2026.319946,1951.550049,1985.630005,1985.630005,14766900
2019-07-23,1995.989990,2001.300049,1890.540039,1912.449951,1912.449951,18891600
2019-07-30,1891.119995,1909.890015,1748.780029,1765.130005,1765.130005,23109300
2019-08-06,1792.229980,1834.260010,1753.400024,1784.920044,1784.920044,19083700
2019-08-13,1783.000000,1831.739990,1757.219971,1816.119995,1816.119995,18481000
2019-08-20,1814.500000,1829.579956,1743.510010,1768.869995,1768.869995,14965600
2019-08-27,1775.729980,1799.739990,1744.050049,1776.290039,1776.290039,11513200
2019-09-03,1770.000000,1850.000000,1768.000000,1831.349976,1831.349976,14674300
2019-09-10,1822.750000,1853.660034,1800.199951,1807.839966,1807.839966,13517000
2019-09-17,1807.079956,1832.569946,1767.319946,1785.300049,1785.300049,14783700
2019-09-24,1790.609985,1795.709961,1709.219971,1735.910034,1735.910034,18197900
2019-10-01,1746.000000,1755.599976,1685.060059,1732.660034,1732.660034,14480400
2019-10-08,1722.489990,1745.449951,1705.000000,1736.430054,1736.430054,12325900
2019-10-15,1742.140015,1798.849976,1740.619995,1785.660034,1785.660034,14015400
2019-10-22,1788.150024,1789.780029,1695.000000,1777.079956,1777.079956,22031300
2019-10-29,1774.810059,1815.060059,1755.810059,1804.660034,1804.660034,13069800
2019-11-05,1809.160034,1810.250000,1767.130005,1771.650024,1771.650024,10635700
2019-11-12,1774.660034,1786.219971,1722.709961,1752.530029,1752.530029,14059000
2019-11-19,1756.989990,1777.420044,1730.359985,1773.839966,1773.839966,13689000
2019-11-26,1779.920044,1824.689941,1762.680054,1781.599976,1781.599976,12055800
2019-12-03,1760.000000,1789.089966,1740.000000,1749.510010,1749.510010,14435000
2019-12-10,1747.400024,1769.500000,1735.000000,1769.209961,1769.209961,13598700
2019-12-17,1778.010010,1802.969971,1774.060059,1793.000000,1793.000000,16935800
2019-12-24,1793.810059,1901.400024,1787.579956,1846.890015,1846.890015,16748000
